Time(s), Pwr_W1(W), Pwr_W2(W), Pwr_W3(W)
0.0, 0.0000, 0.0000, 0.0000
0.5, 0.0000, 0.0008, 0.0001
1.0, 0.0002, 0.0011, 0.0005
1.5, 0.0003, 0.0013, 0.0007
2.0, 0.0004, 0.0014, 0.0009
2.5, 0.0006, 0.0016, 0.0010
3.0, 0.0007, 0.0017, 0.0012
3.5, 0.0008, 0.0018, 0.0013
4.0, 0.0009, 0.0018, 0.0014
4.5, 0.0010, 0.0019, 0.0015
5.0, 0.0010, 0.0020, 0.0016
5.5, 0.0011, 0.0020, 0.0017
6.0, 0.0012, 0.0020, 0.0018
6.5, 0.0013, 0.0021, 0.0019
7.0, 0.0014, 0.0021, 0.0019
7.5, 0.0015, 0.0022, 0.0020
8.0, 0.0015, 0.0022, 0.0021
8.5, 0.0016, 0.0022, 0.0022
9.0, 0.0017, 0.0022, 0.0022
9.5, 0.0017, 0.0023, 0.0023
10.0, 0.0018, 0.0023, 0.0024
10.5, 0.0019, 0.0023, 0.0024
11.0, 0.0019, 0.0023, 0.0025
11.5, 0.0020, 0.0023, 0.0025
12.0, 0.0020, 0.0024, 0.0026
12.5, 0.0021, 0.0024, 0.0027
13.0, 0.0022, 0.0024, 0.0027
13.5, 0.0022, 0.0024, 0.0028
14.0, 0.0023, 0.0024, 0.0028
14.5, 0.0023, 0.0024, 0.0029
15.0, 0.0024, 0.0024, 0.0029
15.5, 0.0024, 0.0025, 0.0030
16.0, 0.0025, 0.0025, 0.0030
16.5, 0.0025, 0.0025, 0.0031
17.0, 0.0026, 0.0025, 0.0031
17.5, 0.0026, 0.0025, 0.0032
18.0, 0.0027, 0.0025, 0.0032
18.5, 0.0027, 0.0025, 0.0033
19.0, 0.0028, 0.0025, 0.0033
19.5, 0.0028, 0.0026, 0.0034
20.0, 0.0029, 0.0026, 0.0034
20.5, 0.0029, 0.0026, 0.0035
21.0, 0.0029, 0.0026, 0.0035
21.5, 0.0030, 0.0026, 0.0036
22.0, 0.0030, 0.0026, 0.0036
22.5, 0.0031, 0.0026, 0.0037
23.0, 0.0031, 0.0026, 0.0037
23.5, 0.0031, 0.0027, 0.0037
24.0, 0.0032, 0.0027, 0.0038
24.5, 0.0032, 0.0027, 0.0038
25.0, 0.0033, 0.0027, 0.0039
25.5, 0.0033, 0.0027, 0.0039
26.0, 0.0033, 0.0027, 0.0040
26.5, 0.0034, 0.0027, 0.0040
27.0, 0.0034, 0.0027, 0.0040
27.5, 0.0035, 0.0028, 0.0041
28.0, 0.0035, 0.0028, 0.0041
28.5, 0.0035, 0.0028, 0.0042
29.0, 0.0036, 0.0028, 0.0042
29.5, 0.0036, 0.0028, 0.0042
30.0, 0.0036, 0.0028, 0.0043
30.5, 0.0037, 0.0028, 0.0043
31.0, 0.0037, 0.0029, 0.0044
31.5, 0.0037, 0.0029, 0.0044
32.0, 0.0038, 0.0029, 0.0044
32.5, 0.0038, 0.0029, 0.0045
33.0, 0.0038, 0.0029, 0.0045
33.5, 0.0039, 0.0029, 0.0046
34.0, 0.0039, 0.0029, 0.0046
34.5, 0.0039, 0.0030, 0.0046
35.0, 0.0040, 0.0030, 0.0047
35.5, 0.0040, 0.0030, 0.0047
36.0, 0.0040, 0.0030, 0.0047
36.5, 0.0041, 0.0030, 0.0048
37.0, 0.0041, 0.0030, 0.0048
37.5, 0.0041, 0.0030, 0.0049
38.0, 0.0042, 0.0030, 0.0049
38.5, 0.0042, 0.0031, 0.0049
39.0, 0.0042, 0.0031, 0.0050
39.5, 0.0043, 0.0031, 0.0050
40.0, 0.0043, 0.0031, 0.0050
40.5, 0.0043, 0.0031, 0.0051
41.0, 0.0043, 0.0031, 0.0051
41.5, 0.0044, 0.0031, 0.0051
42.0, 0.0044, 0.0032, 0.0052
42.5, 0.0044, 0.0032, 0.0052
43.0, 0.0045, 0.0032, 0.0052
43.5, 0.0045, 0.0032, 0.0053
44.0, 0.0045, 0.0032, 0.0053
44.5, 0.0046, 0.0032, 0.0054
45.0, 0.0046, 0.0032, 0.0054
45.5, 0.0046, 0.0033, 0.0054
46.0, 0.0046, 0.0033, 0.0055
46.5, 0.0047, 0.0033, 0.0055
47.0, 0.0047, 0.0033, 0.0055
47.5, 0.0047, 0.0033, 0.0056
48.0, 0.0048, 0.0033, 0.0056
48.5, 0.0048, 0.0033, 0.0056
49.0, 0.0048, 0.0034, 0.0057
49.5, 0.0048, 0.0034, 0.0057
50.0, 0.0049, 0.0034, 0.0057
50.5, 0.0049, 0.0034, 0.0058
51.0, 0.0049, 0.0034, 0.0058
51.5, 0.0050, 0.0034, 0.0058
52.0, 0.0050, 0.0034, 0.0059
52.5, 0.0050, 0.0035, 0.0059
53.0, 0.0050, 0.0035, 0.0059
53.5, 0.0051, 0.0035, 0.0060
54.0, 0.0051, 0.0035, 0.0060
54.5, 0.0051, 0.0035, 0.0060
55.0, 0.0051, 0.0035, 0.0061
55.5, 0.0052, 0.0035, 0.0061
56.0, 0.0052, 0.0036, 0.0061
56.5, 0.0052, 0.0036, 0.0062
57.0, 0.0053, 0.0036, 0.0062
57.5, 0.0053, 0.0036, 0.0062
58.0, 0.0053, 0.0036, 0.0063
58.5, 0.0053, 0.0036, 0.0063
59.0, 0.0054, 0.0036, 0.0063
59.5, 0.0054, 0.0037, 0.0064
60.0, 0.0054, 0.0037, 0.0064
60.5, 0.0054, 0.0037, 0.0064
61.0, 0.0055, 0.0037, 0.0065
61.5, 0.0055, 0.0037, 0.0065
62.0, 0.0055, 0.0037, 0.0065
62.5, 0.0055, 0.0037, 0.0065
63.0, 0.0056, 0.0038, 0.0066
63.5, 0.0056, 0.0038, 0.0066
64.0, 0.0056, 0.0038, 0.0066
64.5, 0.0056, 0.0038, 0.0067
65.0, 0.0057, 0.0038, 0.0067
65.5, 0.0057, 0.0038, 0.0067
66.0, 0.0057, 0.0038, 0.0068
66.5, 0.0057, 0.0039, 0.0068
67.0, 0.0058, 0.0039, 0.0068
67.5, 0.0058, 0.0039, 0.0069
68.0, 0.0058, 0.0039, 0.0069
68.5, 0.0058, 0.0039, 0.0069
69.0, 0.0059, 0.0039, 0.0070
69.5, 0.0059, 0.0039, 0.0070
70.0, 0.0059, 0.0040, 0.0070
70.5, 0.0059, 0.0040, 0.0070
71.0, 0.0060, 0.0040, 0.0071
71.5, 0.0060, 0.0040, 0.0071
72.0, 0.0060, 0.0040, 0.0071
72.5, 0.0060, 0.0040, 0.0072
73.0, 0.0061, 0.0040, 0.0072
73.5, 0.0061, 0.0040, 0.0072
74.0, 0.0061, 0.0041, 0.0073
74.5, 0.0061, 0.0041, 0.0073
75.0, 0.0062, 0.0041, 0.0073
75.5, 0.0062, 0.0041, 0.0074
76.0, 0.0062, 0.0041, 0.0074
76.5, 0.0062, 0.0041, 0.0074
77.0, 0.0063, 0.0041, 0.0074
77.5, 0.0063, 0.0042, 0.0075
78.0, 0.0063, 0.0042, 0.0075
78.5, 0.0063, 0.0042, 0.0075
79.0, 0.0064, 0.0042, 0.0076
79.5, 0.0064, 0.0042, 0.0076
80.0, 0.0064, 0.0042, 0.0076
80.5, 0.0064, 0.0042, 0.0077
81.0, 0.0065, 0.0042, 0.0077
81.5, 0.0065, 0.0043, 0.0077
82.0, 0.0065, 0.0043, 0.0077
82.5, 0.0065, 0.0043, 0.0078
83.0, 0.0066, 0.0043, 0.0078
83.5, 0.0066, 0.0043, 0.0078
84.0, 0.0066, 0.0043, 0.0079
84.5, 0.0066, 0.0043, 0.0079
85.0, 0.0067, 0.0043, 0.0079
85.5, 0.0067, 0.0044, 0.0080
86.0, 0.0067, 0.0044, 0.0080
86.5, 0.0067, 0.0044, 0.0080
87.0, 0.0067, 0.0044, 0.0080
87.5, 0.0068, 0.0044, 0.0081
88.0, 0.0068, 0.0044, 0.0081
88.5, 0.0068, 0.0044, 0.0081
89.0, 0.0068, 0.0044, 0.0082
89.5, 0.0069, 0.0045, 0.0082
90.0, 0.0069, 0.0045, 0.0082
90.5, 0.0069, 0.0045, 0.0082
91.0, 0.0069, 0.0045, 0.0083
91.5, 0.0070, 0.0045, 0.0083
92.0, 0.0070, 0.0045, 0.0083
92.5, 0.0070, 0.0045, 0.0084
93.0, 0.0070, 0.0045, 0.0084
93.5, 0.0071, 0.0046, 0.0084
94.0, 0.0071, 0.0046, 0.0084
94.5, 0.0071, 0.0046, 0.0085
95.0, 0.0071, 0.0046, 0.0085
95.5, 0.0072, 0.0046, 0.0085
96.0, 0.0072, 0.0046, 0.0086
96.5, 0.0072, 0.0046, 0.0086
97.0, 0.0072, 0.0046, 0.0086
97.5, 0.0072, 0.0046, 0.0086
98.0, 0.0073, 0.0047, 0.0087
98.5, 0.0073, 0.0047, 0.0087
99.0, 0.0073, 0.0047, 0.0087
99.5, 0.0073, 0.0047, 0.0088
100.0, 0.0074, 0.0047, 0.0088
100.5, 0.0074, 0.0047, 0.0088
101.0, 0.0074, 0.0047, 0.0088
101.5, 0.0074, 0.0047, 0.0089
102.0, 0.0075, 0.0047, 0.0089
102.5, 0.0075, 0.0048, 0.0089
103.0, 0.0075, 0.0048, 0.0090
103.5, 0.0075, 0.0048, 0.0090
104.0, 0.0076, 0.0048, 0.0090
104.5, 0.0076, 0.0048, 0.0090
105.0, 0.0076, 0.0048, 0.0091
105.5, 0.0076, 0.0048, 0.0091
106.0, 0.0076, 0.0048, 0.0091
106.5, 0.0077, 0.0048, 0.0092
107.0, 0.0077, 0.0049, 0.0092
107.5, 0.0077, 0.0049, 0.0092
108.0, 0.0077, 0.0049, 0.0092
108.5, 0.0078, 0.0049, 0.0093
109.0, 0.0078, 0.0049, 0.0093
109.5, 0.0078, 0.0049, 0.0093
110.0, 0.0078, 0.0049, 0.0094
110.5, 0.0079, 0.0049, 0.0094
111.0, 0.0079, 0.0049, 0.0094
111.5, 0.0079, 0.0049, 0.0094
112.0, 0.0079, 0.0050, 0.0095
112.5, 0.0079, 0.0050, 0.0095
113.0, 0.0080, 0.0050, 0.0095
113.5, 0.0080, 0.0050, 0.0096
114.0, 0.0080, 0.0050, 0.0096
114.5, 0.0080, 0.0050, 0.0096
115.0, 0.0081, 0.0050, 0.0096
115.5, 0.0081, 0.0050, 0.0097
116.0, 0.0081, 0.0050, 0.0097
116.5, 0.0081, 0.0050, 0.0097
117.0, 0.0082, 0.0051, 0.0097
117.5, 0.0082, 0.0051, 0.0098
118.0, 0.0082, 0.0051, 0.0098
118.5, 0.0082, 0.0051, 0.0098
119.0, 0.0083, 0.0051, 0.0099
119.5, 0.0083, 0.0051, 0.0099
120.0, 0.0083, 0.0051, 0.0099
120.5, 0.0083, 0.0051, 0.0099
121.0, 0.0083, 0.0051, 0.0100
121.5, 0.0084, 0.0051, 0.0100
122.0, 0.0084, 0.0051, 0.0100
122.5, 0.0084, 0.0051, 0.0100
123.0, 0.0084, 0.0052, 0.0101
123.5, 0.0085, 0.0052, 0.0101
124.0, 0.0085, 0.0052, 0.0101
124.5, 0.0085, 0.0052, 0.0102
125.0, 0.0085, 0.0052, 0.0102
125.5, 0.0086, 0.0052, 0.0102
126.0, 0.0086, 0.0052, 0.0102
126.5, 0.0086, 0.0052, 0.0103
127.0, 0.0086, 0.0052, 0.0103
127.5, 0.0086, 0.0052, 0.0103
128.0, 0.0087, 0.0052, 0.0104
128.5, 0.0087, 0.0052, 0.0104
129.0, 0.0087, 0.0053, 0.0104
129.5, 0.0087, 0.0053, 0.0104
130.0, 0.0088, 0.0053, 0.0105
130.5, 0.0088, 0.0053, 0.0105
131.0, 0.0088, 0.0053, 0.0105
131.5, 0.0088, 0.0053, 0.0105
132.0, 0.0089, 0.0053, 0.0106
132.5, 0.0089, 0.0053, 0.0106
133.0, 0.0089, 0.0053, 0.0106
133.5, 0.0089, 0.0053, 0.0106
134.0, 0.0090, 0.0053, 0.0107
134.5, 0.0090, 0.0053, 0.0107
135.0, 0.0090, 0.0053, 0.0107
135.5, 0.0090, 0.0053, 0.0108
136.0, 0.0090, 0.0054, 0.0108
136.5, 0.0091, 0.0054, 0.0108
137.0, 0.0091, 0.0054, 0.0108
137.5, 0.0091, 0.0054, 0.0109
138.0, 0.0091, 0.0054, 0.0109
138.5, 0.0092, 0.0054, 0.0109
139.0, 0.0092, 0.0054, 0.0109
139.5, 0.0092, 0.0054, 0.0110
140.0, 0.0092, 0.0054, 0.0110
140.5, 0.0093, 0.0054, 0.0110
141.0, 0.0093, 0.0054, 0.0111
141.5, 0.0093, 0.0054, 0.0111
142.0, 0.0093, 0.0054, 0.0111
142.5, 0.0094, 0.0054, 0.0111
143.0, 0.0094, 0.0054, 0.0112
143.5, 0.0094, 0.0054, 0.0112
144.0, 0.0094, 0.0055, 0.0112
144.5, 0.0094, 0.0055, 0.0112
145.0, 0.0095, 0.0055, 0.0113
145.5, 0.0095, 0.0055, 0.0113
146.0, 0.0095, 0.0055, 0.0113
146.5, 0.0095, 0.0055, 0.0113
147.0, 0.0096, 0.0055, 0.0114
147.5, 0.0096, 0.0055, 0.0114
148.0, 0.0096, 0.0055, 0.0114
148.5, 0.0096, 0.0055, 0.0115
149.0, 0.0097, 0.0055, 0.0115
149.5, 0.0097, 0.0055, 0.0115
150.0, 0.0097, 0.0055, 0.0115
150.5, 0.0097, 0.0055, 0.0116
151.0, 0.0098, 0.0055, 0.0116
151.5, 0.0098, 0.0055, 0.0116
152.0, 0.0098, 0.0055, 0.0116
152.5, 0.0098, 0.0055, 0.0117
153.0, 0.0099, 0.0055, 0.0117
153.5, 0.0099, 0.0055, 0.0117
154.0, 0.0099, 0.0056, 0.0117
154.5, 0.0099, 0.0056, 0.0118
155.0, 0.0099, 0.0056, 0.0118
155.5, 0.0100, 0.0056, 0.0118
156.0, 0.0100, 0.0056, 0.0119
156.5, 0.0100, 0.0056, 0.0119
157.0, 0.0100, 0.0056, 0.0119
157.5, 0.0101, 0.0056, 0.0119
158.0, 0.0101, 0.0056, 0.0120
158.5, 0.0101, 0.0056, 0.0120
159.0, 0.0101, 0.0056, 0.0120
159.5, 0.0102, 0.0056, 0.0120
160.0, 0.0102, 0.0056, 0.0121
160.5, 0.0102, 0.0056, 0.0121
161.0, 0.0102, 0.0056, 0.0121
161.5, 0.0103, 0.0056, 0.0121
162.0, 0.0103, 0.0056, 0.0122
162.5, 0.0103, 0.0056, 0.0122
163.0, 0.0103, 0.0056, 0.0122
163.5, 0.0104, 0.0056, 0.0122
164.0, 0.0104, 0.0056, 0.0123
164.5, 0.0104, 0.0056, 0.0123
165.0, 0.0104, 0.0056, 0.0123
165.5, 0.0104, 0.0056, 0.0124
166.0, 0.0105, 0.0056, 0.0124
166.5, 0.0105, 0.0056, 0.0124
167.0, 0.0105, 0.0056, 0.0124
167.5, 0.0105, 0.0056, 0.0125
168.0, 0.0106, 0.0056, 0.0125
168.5, 0.0106, 0.0056, 0.0125
169.0, 0.0106, 0.0056, 0.0125
169.5, 0.0106, 0.0056, 0.0126
170.0, 0.0107, 0.0056, 0.0126
170.5, 0.0107, 0.0056, 0.0126
171.0, 0.0107, 0.0056, 0.0126
171.5, 0.0107, 0.0056, 0.0127
172.0, 0.0108, 0.0056, 0.0127
172.5, 0.0108, 0.0056, 0.0127
173.0, 0.0108, 0.0056, 0.0127
173.5, 0.0108, 0.0056, 0.0128
174.0, 0.0109, 0.0056, 0.0128
174.5, 0.0109, 0.0056, 0.0128
175.0, 0.0109, 0.0056, 0.0128
175.5, 0.0109, 0.0056, 0.0129
176.0, 0.0110, 0.0056, 0.0129
176.5, 0.0110, 0.0056, 0.0129
177.0, 0.0110, 0.0056, 0.0130
177.5, 0.0110, 0.0056, 0.0130
178.0, 0.0111, 0.0056, 0.0130
178.5, 0.0111, 0.0056, 0.0130
179.0, 0.0111, 0.0056, 0.0131
179.5, 0.0111, 0.0056, 0.0131
180.0, 0.0112, 0.0056, 0.0131
180.5, 0.0112, 0.0056, 0.0131
181.0, 0.0112, 0.0056, 0.0132
181.5, 0.0112, 0.0056, 0.0132
182.0, 0.0113, 0.0056, 0.0132
182.5, 0.0113, 0.0056, 0.0132
183.0, 0.0113, 0.0056, 0.0133
183.5, 0.0113, 0.0056, 0.0133
184.0, 0.0113, 0.0056, 0.0133
184.5, 0.0114, 0.0056, 0.0133
185.0, 0.0114, 0.0056, 0.0134
185.5, 0.0114, 0.0056, 0.0134
186.0, 0.0114, 0.0056, 0.0134
186.5, 0.0115, 0.0056, 0.0134
187.0, 0.0115, 0.0056, 0.0135
187.5, 0.0115, 0.0056, 0.0135
188.0, 0.0115, 0.0056, 0.0135
188.5, 0.0116, 0.0056, 0.0135
189.0, 0.0116, 0.0056, 0.0136
189.5, 0.0116, 0.0056, 0.0136
190.0, 0.0116, 0.0056, 0.0136
190.5, 0.0117, 0.0056, 0.0136
191.0, 0.0117, 0.0056, 0.0137
191.5, 0.0117, 0.0056, 0.0137
192.0, 0.0117, 0.0056, 0.0137
192.5, 0.0118, 0.0056, 0.0138
193.0, 0.0118, 0.0056, 0.0138
193.5, 0.0118, 0.0056, 0.0138
194.0, 0.0118, 0.0056, 0.0138
194.5, 0.0119, 0.0056, 0.0139
195.0, 0.0119, 0.0056, 0.0139
195.5, 0.0119, 0.0056, 0.0139
196.0, 0.0119, 0.0056, 0.0139
196.5, 0.0120, 0.0056, 0.0140
197.0, 0.0120, 0.0056, 0.0140
197.5, 0.0120, 0.0056, 0.0140
198.0, 0.0120, 0.0056, 0.0140
198.5, 0.0121, 0.0055, 0.0141
199.0, 0.0121, 0.0055, 0.0141
199.5, 0.0121, 0.0055, 0.0141
200.0, 0.0121, 0.0055, 0.0141
200.5, 0.0122, 0.0055, 0.0142
201.0, 0.0122, 0.0055, 0.0142
201.5, 0.0122, 0.0055, 0.0142
202.0, 0.0122, 0.0055, 0.0142
202.5, 0.0123, 0.0055, 0.0143
203.0, 0.0123, 0.0055, 0.0143
203.5, 0.0123, 0.0055, 0.0143
204.0, 0.0123, 0.0055, 0.0143
204.5, 0.0124, 0.0055, 0.0144
205.0, 0.0124, 0.0055, 0.0144
205.5, 0.0124, 0.0055, 0.0144
206.0, 0.0124, 0.0055, 0.0144
206.5, 0.0125, 0.0055, 0.0145
207.0, 0.0125, 0.0054, 0.0145
207.5, 0.0125, 0.0054, 0.0145
208.0, 0.0125, 0.0054, 0.0145
208.5, 0.0126, 0.0054, 0.0146
209.0, 0.0126, 0.0054, 0.0146
209.5, 0.0126, 0.0054, 0.0146
210.0, 0.0127, 0.0054, 0.0146
210.5, 0.0127, 0.0054, 0.0147
211.0, 0.0127, 0.0054, 0.0147
211.5, 0.0127, 0.0054, 0.0147
212.0, 0.0128, 0.0054, 0.0147
212.5, 0.0128, 0.0054, 0.0148
213.0, 0.0128, 0.0054, 0.0148
213.5, 0.0128, 0.0053, 0.0148
214.0, 0.0129, 0.0053, 0.0149
214.5, 0.0129, 0.0053, 0.0149
215.0, 0.0129, 0.0053, 0.0149
215.5, 0.0129, 0.0053, 0.0149
216.0, 0.0130, 0.0053, 0.0150
216.5, 0.0130, 0.0053, 0.0150
217.0, 0.0130, 0.0053, 0.0150
217.5, 0.0130, 0.0053, 0.0150
218.0, 0.0131, 0.0053, 0.0151
218.5, 0.0131, 0.0052, 0.0151
219.0, 0.0131, 0.0052, 0.0151
219.5, 0.0131, 0.0052, 0.0151
220.0, 0.0132, 0.0052, 0.0152
220.5, 0.0132, 0.0052, 0.0152
221.0, 0.0132, 0.0052, 0.0152
221.5, 0.0132, 0.0052, 0.0152
222.0, 0.0133, 0.0052, 0.0153
222.5, 0.0133, 0.0052, 0.0153
223.0, 0.0133, 0.0051, 0.0153
223.5, 0.0133, 0.0051, 0.0153
224.0, 0.0134, 0.0051, 0.0154
224.5, 0.0134, 0.0051, 0.0154
225.0, 0.0134, 0.0051, 0.0154
225.5, 0.0134, 0.0051, 0.0154
226.0, 0.0135, 0.0051, 0.0155
226.5, 0.0135, 0.0050, 0.0155
227.0, 0.0135, 0.0050, 0.0155
227.5, 0.0136, 0.0050, 0.0155
228.0, 0.0136, 0.0050, 0.0156
228.5, 0.0136, 0.0050, 0.0156
229.0, 0.0136, 0.0050, 0.0156
229.5, 0.0137, 0.0050, 0.0156
230.0, 0.0137, 0.0049, 0.0157
230.5, 0.0137, 0.0049, 0.0157
231.0, 0.0137, 0.0049, 0.0157
231.5, 0.0138, 0.0049, 0.0157
232.0, 0.0138, 0.0049, 0.0158
232.5, 0.0138, 0.0049, 0.0158
233.0, 0.0138, 0.0049, 0.0158
233.5, 0.0139, 0.0048, 0.0158
234.0, 0.0139, 0.0048, 0.0159
234.5, 0.0139, 0.0048, 0.0159
235.0, 0.0139, 0.0048, 0.0159
235.5, 0.0140, 0.0048, 0.0159
236.0, 0.0140, 0.0047, 0.0160
236.5, 0.0140, 0.0047, 0.0160
237.0, 0.0140, 0.0047, 0.0160
237.5, 0.0141, 0.0047, 0.0160
238.0, 0.0141, 0.0047, 0.0161
238.5, 0.0141, 0.0047, 0.0161
239.0, 0.0142, 0.0046, 0.0161
239.5, 0.0142, 0.0046, 0.0161
240.0, 0.0142, 0.0046, 0.0162
240.5, 0.0142, 0.0046, 0.0162
241.0, 0.0143, 0.0046, 0.0162
241.5, 0.0143, 0.0045, 0.0162
242.0, 0.0143, 0.0045, 0.0163
242.5, 0.0143, 0.0045, 0.0163
243.0, 0.0144, 0.0045, 0.0163
243.5, 0.0144, 0.0044, 0.0163
244.0, 0.0144, 0.0044, 0.0164
244.5, 0.0144, 0.0044, 0.0164
245.0, 0.0145, 0.0044, 0.0164
245.5, 0.0145, 0.0043, 0.0164
246.0, 0.0145, 0.0043, 0.0165
246.5, 0.0145, 0.0043, 0.0165
247.0, 0.0146, 0.0043, 0.0165
247.5, 0.0146, 0.0042, 0.0165
248.0, 0.0146, 0.0042, 0.0166
248.5, 0.0147, 0.0042, 0.0166
249.0, 0.0147, 0.0042, 0.0166
249.5, 0.0147, 0.0041, 0.0166
250.0, 0.0147, 0.0041, 0.0167
250.5, 0.0148, 0.0041, 0.0167
251.0, 0.0148, 0.0041, 0.0167
251.5, 0.0148, 0.0040, 0.0167
252.0, 0.0148, 0.0040, 0.0168
252.5, 0.0149, 0.0040, 0.0168
253.0, 0.0149, 0.0039, 0.0168
253.5, 0.0149, 0.0039, 0.0168
254.0, 0.0150, 0.0039, 0.0169
254.5, 0.0150, 0.0038, 0.0169
255.0, 0.0150, 0.0038, 0.0169
255.5, 0.0150, 0.0038, 0.0169
256.0, 0.0151, 0.0037, 0.0170
256.5, 0.0151, 0.0037, 0.0170
257.0, 0.0151, 0.0037, 0.0170
257.5, 0.0151, 0.0036, 0.0170
258.0, 0.0152, 0.0036, 0.0171
258.5, 0.0152, 0.0036, 0.0171
259.0, 0.0152, 0.0035, 0.0171
259.5, 0.0152, 0.0035, 0.0171
260.0, 0.0153, 0.0035, 0.0172
260.5, 0.0153, 0.0034, 0.0172
261.0, 0.0153, 0.0034, 0.0172
261.5, 0.0154, 0.0033, 0.0172
262.0, 0.0154, 0.0033, 0.0173
262.5, 0.0154, 0.0032, 0.0173
263.0, 0.0154, 0.0032, 0.0173
263.5, 0.0155, 0.0032, 0.0173
264.0, 0.0155, 0.0031, 0.0174
264.5, 0.0155, 0.0031, 0.0174
265.0, 0.0155, 0.0030, 0.0174
265.5, 0.0156, 0.0030, 0.0174
266.0, 0.0156, 0.0029, 0.0175
266.5, 0.0156, 0.0028, 0.0175
267.0, 0.0157, 0.0028, 0.0175
267.5, 0.0157, 0.0027, 0.0175
268.0, 0.0157, 0.0027, 0.0176
268.5, 0.0157, 0.0026, 0.0176
269.0, 0.0158, 0.0026, 0.0176
269.5, 0.0158, 0.0025, 0.0176
270.0, 0.0158, 0.0024, 0.0177
270.5, 0.0158, 0.0024, 0.0177
271.0, 0.0159, 0.0023, 0.0177
271.5, 0.0159, 0.0022, 0.0177
272.0, 0.0159, 0.0021, 0.0178
272.5, 0.0160, 0.0020, 0.0178
273.0, 0.0160, 0.0020, 0.0178
273.5, 0.0160, 0.0019, 0.0178
274.0, 0.0160, 0.0018, 0.0179
274.5, 0.0161, 0.0016, 0.0179
275.0, 0.0161, 0.0015, 0.0179
275.5, 0.0161, 0.0014, 0.0179
276.0, 0.0161, 0.0013, 0.0180
276.5, 0.0162, 0.0011, 0.0180
277.0, 0.0162, 0.0009, 0.0180
277.5, 0.0162, 0.0006, 0.0180
278.0, 0.0163, 0.0004, 0.0181
278.5, 0.0163, 0.0008, 0.0181
279.0, 0.0163, 0.0010, 0.0181
279.5, 0.0163, 0.0012, 0.0181
280.0, 0.0164, 0.0014, 0.0182
280.5, 0.0164, 0.0015, 0.0182
281.0, 0.0164, 0.0016, 0.0182
281.5, 0.0164, 0.0018, 0.0182
282.0, 0.0165, 0.0019, 0.0183
282.5, 0.0165, 0.0020, 0.0183
283.0, 0.0165, 0.0021, 0.0183
283.5, 0.0166, 0.0022, 0.0183
284.0, 0.0166, 0.0023, 0.0184
284.5, 0.0166, 0.0024, 0.0184
285.0, 0.0166, 0.0024, 0.0184
285.5, 0.0167, 0.0025, 0.0184
286.0, 0.0167, 0.0026, 0.0185
286.5, 0.0167, 0.0027, 0.0185
287.0, 0.0168, 0.0027, 0.0185
287.5, 0.0168, 0.0028, 0.0185
288.0, 0.0168, 0.0029, 0.0186
288.5, 0.0168, 0.0030, 0.0186
289.0, 0.0169, 0.0030, 0.0186
289.5, 0.0169, 0.0031, 0.0186
290.0, 0.0169, 0.0032, 0.0187
290.5, 0.0170, 0.0032, 0.0187
291.0, 0.0170, 0.0033, 0.0187
291.5, 0.0170, 0.0034, 0.0187
292.0, 0.0170, 0.0034, 0.0188
292.5, 0.0171, 0.0035, 0.0188
293.0, 0.0171, 0.0035, 0.0188
293.5, 0.0171, 0.0036, 0.0188
294.0, 0.0171, 0.0037, 0.0189
294.5, 0.0172, 0.0037, 0.0189
295.0, 0.0172, 0.0038, 0.0189
295.5, 0.0172, 0.0038, 0.0189
296.0, 0.0173, 0.0039, 0.0190
296.5, 0.0173, 0.0039, 0.0190
297.0, 0.0173, 0.0040, 0.0190
297.5, 0.0173, 0.0040, 0.0190
298.0, 0.0174, 0.0041, 0.0191
298.5, 0.0174, 0.0042, 0.0191
299.0, 0.0174, 0.0042, 0.0191
299.5, 0.0175, 0.0043, 0.0191
300.0, 0.0175, 0.0043, 0.0192
300.5, 0.0175, 0.0044, 0.0192
301.0, 0.0175, 0.0044, 0.0192
301.5, 0.0176, 0.0045, 0.0192
302.0, 0.0176, 0.0045, 0.0193
302.5, 0.0176, 0.0046, 0.0193
303.0, 0.0177, 0.0046, 0.0193
303.5, 0.0177, 0.0047, 0.0193
304.0, 0.0177, 0.0047, 0.0194
304.5, 0.0177, 0.0048, 0.0194
305.0, 0.0178, 0.0048, 0.0194
305.5, 0.0178, 0.0049, 0.0194
306.0, 0.0178, 0.0049, 0.0195
306.5, 0.0179, 0.0049, 0.0195
307.0, 0.0179, 0.0050, 0.0195
307.5, 0.0179, 0.0050, 0.0195
308.0, 0.0179, 0.0051, 0.0196
308.5, 0.0180, 0.0051, 0.0196
309.0, 0.0180, 0.0052, 0.0196
309.5, 0.0180, 0.0052, 0.0196
310.0, 0.0181, 0.0053, 0.0197
310.5, 0.0181, 0.0053, 0.0197
311.0, 0.0181, 0.0054, 0.0197
311.5, 0.0181, 0.0054, 0.0197
312.0, 0.0182, 0.0055, 0.0198
312.5, 0.0182, 0.0055, 0.0198
313.0, 0.0182, 0.0055, 0.0198
313.5, 0.0183, 0.0056, 0.0198
314.0, 0.0183, 0.0056, 0.0199
314.5, 0.0183, 0.0057, 0.0199
315.0, 0.0183, 0.0057, 0.0199
315.5, 0.0184, 0.0058, 0.0199
316.0, 0.0184, 0.0058, 0.0200
316.5, 0.0184, 0.0058, 0.0200
